StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID4_Browser,QID4_Version,QID4_Operating System,QID4_Resolution,Repeat_Password,CrowdWorksID,ParticipantID,cwid,Condition
2024-03-22 13:32:23,2024-03-22 13:33:09,0,133.204.177.96,100,46,1,2024-03-22 13:33:09,R_43XecYroZU5E00N,,,,,33.3164,130.5099,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1280x720,RO19140,1778742,19140,1778742,C
2024-03-22 13:33:12,2024-03-22 13:34:14,0,182.255.70.52,100,61,1,2024-03-22 13:34:14,R_4PItPppgeG0ESf7,,,,,34.7673,137.3854,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1366x768,RO46428,244690,46428,244690,B
2024-03-22 13:35:12,2024-03-22 13:35:48,0,219.126.41.39,100,36,1,2024-03-22 13:35:49,R_4GCVVVPinbED7lE,,,,,31.7339,130.765,anonymous,JA,Chrome,121.0.0.0,Windows NT 10.0,1920x1080,RO35946,1867212,35946,1867212,B
2024-03-22 13:36:28,2024-03-22 13:36:55,0,49.97.110.38,100,27,1,2024-03-22 13:36:56,R_4qxTdQUmv9ST82K,,,,,35.6837,139.6805,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO39960,5674712,39960,5674712,A
2024-03-22 13:37:13,2024-03-22 13:37:54,0,115.179.145.9,100,41,1,2024-03-22 13:37:55,R_4fMZDGb78LvsYRb,,,,,43.0763,141.3654,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO21478,148287,21478,148287,A
2024-03-22 13:37:11,2024-03-22 13:38:01,0,14.13.132.0,100,50,1,2024-03-22 13:38:01,R_4aWz9Z4LYUnJ7jm,,,,,34.8094,135.3661,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1280x720,RO78048,297683,78048,297683,A
2024-03-22 13:40:53,2024-03-22 13:41:36,0,1.73.25.127,100,43,1,2024-03-22 13:41:37,R_4HY7YIrhpLWRyK2,,,,,35.6897,139.6895,anonymous,JA,Chrome iPad,122.0.6261.89,iPad,810x1080,RO70748,607634,70748,607634,B
2024-03-22 13:41:25,2024-03-22 13:42:01,0,179.6.54.138,100,35,1,2024-03-22 13:42:01,R_1qdBYh54l7xhjJh,,,,,-7.163,-78.5008,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1366x768,RO33767,1221408,33767,1221408,C
2024-03-22 13:42:19,2024-03-22 13:42:35,0,140.227.204.70,100,16,1,2024-03-22 13:42:36,R_4S92k8VFVXgFvWE,,,,,35.0333,134.8121,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1579x940,RO71313,2417166,71313,2417166,A
2024-03-22 13:41:17,2024-03-22 13:42:49,0,126.85.226.131,100,92,1,2024-03-22 13:42:50,R_4KpajPcdx0tzUQy,,,,,34.3927,132.4501,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO36373,804422,36373,804422,B
2024-03-22 13:43:00,2024-03-22 13:43:45,0,202.177.98.188,100,45,1,2024-03-22 13:43:46,R_4EboY4nHxtPrBKI,,,,,35.8339,139.3822,anonymous,JA,Edge,115.0.1901.203,Windows NT 10.0,1920x1080,RO79038,739464,79038,739464,A
2024-03-22 13:44:10,2024-03-22 13:44:58,0,37.170.128.26,100,48,1,2024-03-22 13:44:59,R_2MKB9XS67yE9qyO,,,,,48.8582,2.3387,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1366x768,RO27630,2884266,27630,2884266,A
2024-03-22 13:45:26,2024-03-22 13:46:32,0,113.32.130.192,100,65,1,2024-03-22 13:46:32,R_49tss6jBh182UJr,,,,,35.9418,139.6173,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1280x720,RO35091,5289773,35091,5289773,C
2024-03-22 13:45:41,2024-03-22 13:46:40,0,133.106.38.27,100,59,1,2024-03-22 13:46:40,R_4BxGStChxxGSaXg,,,,,35.6887,139.745,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,2560x1440,RO52540,5134695,52540,5134695,B
2024-03-22 13:48:11,2024-03-22 13:48:43,0,133.218.150.214,100,31,1,2024-03-22 13:48:43,R_4Fmoa4Jnw7jgl3E,,,,,35.179,136.8939,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO83777,2193018,83777,2193018,A
2024-03-22 13:49:05,2024-03-22 13:49:57,0,58.188.31.192,100,52,1,2024-03-22 13:49:58,R_4CI7iJwvVos8aMr,,,,,34.5018,135.8553,anonymous,JA,Chrome,123.0.0.0,Windows NT 10.0,1680x1050,RO97865,1526455,97865,1526455,B
2024-03-22 13:49:57,2024-03-22 13:51:03,0,49.109.9.83,100,66,1,2024-03-22 13:51:04,R_4r0RhIgyqFa6S13,,,,,35.6622,139.6842,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO33836,4557270,33836,4557270,C
2024-03-22 14:07:12,2024-03-22 14:07:35,0,222.149.48.32,100,22,1,2024-03-22 14:07:35,R_4Ba0FSxEX8owNoK,,,,,43.0459,141.3543,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO27841,2349425,27841,2349425,A
2024-03-22 14:13:25,2024-03-22 14:14:58,0,106.150.243.118,100,92,1,2024-03-22 14:14:58,R_4snUuoIYcv5E7lv,,,,,35.8691,139.6582,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1366x768,RO48674,3831171,48674,3831171,A
2024-03-22 14:17:08,2024-03-22 14:18:10,0,106.161.32.186,100,61,1,2024-03-22 14:18:10,R_4xWyMwAVBFy65Cx,,,,,35.7949,139.7334,anonymous,JA,Edge,122.0.0.0,Windows NT 10.0,1536x864,RO30381,5502251,30381,5502251,B
2024-03-22 14:18:15,2024-03-22 14:18:35,0,27.89.111.46,100,20,1,2024-03-22 14:18:36,R_4VAO8wL5ikkIYtH,,,,,34.6986,135.5079,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO88210,4625321,88210,4625321,B
2024-03-22 14:26:15,2024-03-22 14:26:52,0,60.118.115.226,100,36,1,2024-03-22 14:26:53,R_4z5Yehu1R4DS6CR,,,,,35.6897,139.6895,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO58116,2100161,58116,2100161,A
2024-03-22 14:35:13,2024-03-22 14:35:55,0,133.206.81.33,100,41,1,2024-03-22 14:35:55,R_4G8nubM3591cFdW,,,,,34.8199,135.6469,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,RO58054,4105392,58054,4105392,C
2024-03-22 14:38:04,2024-03-22 14:39:36,0,58.183.149.188,100,92,1,2024-03-22 14:39:36,R_4uHE5hhbNuvKFqh,,,,,34.4936,133.3575,anonymous,JA,Chrome,122.0.0.0,Windows NT 10.0,1536x864,RO66118,1296231,66118,1296231,A
2024-03-22 14:43:22,2024-03-22 14:44:03,0,153.186.64.135,100,41,1,2024-03-22 14:44:03,R_4dEQgLA3Q7syW1o,,,,,36.0355,139.2294,anonymous,JA,Chrome,102.0.0.0,Windows NT 10.0,2560x1440,RO61479,42040,61479,42040,C
2024-03-22 14:50:06,2024-03-22 14:51:27,0,220.96.72.0,100,80,1,2024-03-22 14:51:27,R_4GO1sGc8CCh0Ked,,,,,36.6125,136.6089,anonymous,JA,Chrome,109.0.0.0,Windows NT 10.0,1280x1024,RO80961,1069349,80961,1069349,C
